Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1009,4,2013-02-14,3814,408,1,0,0,1
1010,4,2013-02-14,5673,584,1,0,0,0
1011,4,2013-02-14,6124,828,1,0,0,0
1012,4,2013-02-14,4935,486,1,0,0,1
1013,4,2013-02-14,3570,427,1,0,0,0
1014,4,2013-02-14,9676,1258,1,0,0,0
1015,4,2013-02-14,5574,488,1,0,0,0
1016,4,2013-02-14,4548,425,1,0,0,0
1017,4,2013-02-14,6184,1025,1,0,0,1
1018,4,2013-02-14,10007,1284,1,0,0,0
1019,4,2013-02-14,6702,692,1,0,0,1
1020,4,2013-02-14,6875,939,1,0,0,0
1021,4,2013-02-14,7020,893,1,0,0,0
1022,4,2013-02-14,5198,668,1,0,0,0
1023,4,2013-02-14,4559,544,1,0,0,1
1024,4,2013-02-14,5114,727,1,0,0,0
1025,4,2013-02-14,7395,889,1,0,0,0
1026,4,2013-02-14,7813,1081,1,0,0,0
1027,4,2013-02-14,10790,1554,1,0,0,1
1028,4,2013-02-14,3396,493,1,0,0,0
1029,4,2013-02-14,5388,839,1,0,0,0
1030,4,2013-02-14,2973,333,1,0,0,0
1031,4,2013-02-14,3368,344,1,0,0,0
1032,4,2013-02-14,9533,1134,1,0,0,0
1033,4,2013-02-14,11044,1197,1,0,0,0
1034,4,2013-02-14,5445,685,1,0,0,1
1035,4,2013-02-14,4438,600,1,0,0,1
1036,4,2013-02-14,4849,456,1,0,0,0
1037,4,2013-02-14,6309,903,1,0,0,0
1038,4,2013-02-14,5264,501,1,0,0,1
1039,4,2013-02-14,5490,816,1,0,0,0
1040,4,2013-02-14,8134,959,1,0,0,0
1041,4,2013-02-14,4974,603,1,0,0,1
1042,4,2013-02-14,4128,570,1,0,0,0
1043,4,2013-02-14,6233,1107,1,0,0,0
1044,4,2013-02-14,5046,794,1,0,0,0
1045,4,2013-02-14,7184,914,1,0,0,0
1046,4,2013-02-14,6306,617,1,0,0,0
1047,4,2013-02-14,3718,449,1,0,0,0
1048,4,2013-02-14,5203,458,1,0,0,0
1049,4,2013-02-14,3529,599,1,0,0,1
1050,4,2013-02-14,6188,469,1,0,0,0
1051,4,2013-02-14,5947,916,1,0,0,0
1052,4,2013-02-14,6074,717,1,0,0,0
1053,4,2013-02-14,7325,944,1,0,0,0
1054,4,2013-02-14,5294,636,1,0,0,0
1055,4,2013-02-14,6942,936,1,0,0,0
1056,4,2013-02-14,2080,237,1,0,0,1
1057,4,2013-02-14,5742,614,1,0,0,0
1058,4,2013-02-14,5699,614,1,0,0,0
1059,4,2013-02-14,7183,1101,1,0,0,0
1060,4,2013-02-14,6515,826,1,0,0,0
1061,4,2013-02-14,5813,464,1,0,0,0
1062,4,2013-02-14,6172,631,1,0,0,0
1063,4,2013-02-14,3460,489,1,0,0,0
1064,4,2013-02-14,7457,946,1,0,0,0
1065,4,2013-02-14,3868,530,1,0,0,1
1066,4,2013-02-14,9356,1007,1,0,0,0
1067,4,2013-02-14,5319,480,1,0,0,1
1068,4,2013-02-14,3329,244,1,0,0,0
1069,4,2013-02-14,4868,732,1,0,0,0
1070,4,2013-02-14,5485,764,1,0,0,0
1071,4,2013-02-14,5340,726,1,0,0,0
1072,4,2013-02-14,6306,607,1,0,0,0
1073,4,2013-02-14,6160,880,1,0,0,0
1074,4,2013-02-14,4010,485,1,0,0,1
1075,4,2013-02-14,9013,958,1,0,0,0
1076,4,2013-02-14,3329,514,1,0,0,0
1077,4,2013-02-14,3962,494,1,0,0,0
1078,4,2013-02-14,4336,389,1,0,0,0
1079,4,2013-02-14,7752,675,1,0,0,0
1080,4,2013-02-14,10791,756,1,0,0,1
1081,4,2013-02-14,0,0,0,0,0,0
1082,4,2013-02-14,7127,1197,1,0,0,1
1083,4,2013-02-14,3908,284,1,0,0,0
1084,4,2013-02-14,5549,805,1,0,0,0
1085,4,2013-02-14,6191,707,1,0,0,0
1086,4,2013-02-14,9015,1016,1,0,0,0
1087,4,2013-02-14,5082,531,1,0,0,0
1088,4,2013-02-14,4611,518,1,0,0,0
1089,4,2013-02-14,8510,918,1,0,0,0
1090,4,2013-02-14,5062,760,1,0,0,1
1091,4,2013-02-14,6355,593,1,0,0,0
1092,4,2013-02-14,10077,1050,1,0,0,1
1093,4,2013-02-14,6657,803,1,0,0,1
1094,4,2013-02-14,4308,348,1,0,0,1
1095,4,2013-02-14,3779,597,1,0,0,0
1096,4,2013-02-14,4164,567,1,0,0,0
1097,4,2013-02-14,9664,2506,1,0,0,0
1098,4,2013-02-14,4331,614,1,0,0,1
1099,4,2013-02-14,8111,1064,1,0,0,0
1100,4,2013-02-14,4827,657,1,0,0,0
1101,4,2013-02-14,8140,906,1,0,0,0
1102,4,2013-02-14,7526,668,1,0,0,1
1103,4,2013-02-14,3226,287,1,0,0,0
1104,4,2013-02-14,4181,378,1,0,0,1
1105,4,2013-02-14,2644,340,1,0,0,0
1106,4,2013-02-14,4554,603,1,0,0,0
1107,4,2013-02-14,4518,563,1,0,0,1
1108,4,2013-02-14,5056,592,1,0,0,1
1109,4,2013-02-14,3693,384,1,0,0,1
1110,4,2013-02-14,3762,493,1,0,0,0
1111,4,2013-02-14,4821,455,1,0,0,0
1112,4,2013-02-14,9539,873,1,0,0,0
1113,4,2013-02-14,6606,791,1,0,0,0
1114,4,2013-02-14,17040,2677,1,0,0,0
1115,4,2013-02-14,3786,289,1,0,0,0
1004,3,2013-02-13,3602,350,1,0,0,1
1005,3,2013-02-13,5041,787,1,0,0,0
1006,3,2013-02-13,4760,751,1,0,0,0
1007,3,2013-02-13,4868,676,1,0,0,0
1008,3,2013-02-13,3948,609,1,0,0,0
1009,3,2013-02-13,3365,393,1,0,0,1
1010,3,2013-02-13,5304,598,1,0,0,0
1011,3,2013-02-13,6360,817,1,0,0,0
1012,3,2013-02-13,4558,416,1,0,0,1
1013,3,2013-02-13,3544,452,1,0,0,0
1014,3,2013-02-13,10339,1280,1,0,0,0
1015,3,2013-02-13,4647,436,1,0,0,0
1016,3,2013-02-13,3815,398,1,0,0,0
1017,3,2013-02-13,6390,988,1,0,0,1
1018,3,2013-02-13,11043,1343,1,0,0,0
1019,3,2013-02-13,5908,582,1,0,0,1
1020,3,2013-02-13,7198,1029,1,0,0,0
1021,3,2013-02-13,6958,874,1,0,0,0
1022,3,2013-02-13,5253,696,1,0,0,0
1023,3,2013-02-13,4487,489,1,0,0,1
1024,3,2013-02-13,4814,711,1,0,0,0
1025,3,2013-02-13,7237,882,1,0,0,0
1026,3,2013-02-13,7926,1092,1,0,0,0
1027,3,2013-02-13,9585,1389,1,0,0,1
1028,3,2013-02-13,2735,431,1,0,0,0
1029,3,2013-02-13,5244,792,1,0,0,0
1030,3,2013-02-13,2959,310,1,0,0,0
1031,3,2013-02-13,3393,346,1,0,0,0
1032,3,2013-02-13,10572,1167,1,0,0,0
1033,3,2013-02-13,11967,1210,1,0,0,0
1034,3,2013-02-13,5079,606,1,0,0,1
1035,3,2013-02-13,3427,492,1,0,0,1
1036,3,2013-02-13,3761,368,1,0,0,0
1037,3,2013-02-13,6572,908,1,0,0,0
1038,3,2013-02-13,4725,431,1,0,0,1
1039,3,2013-02-13,6064,915,1,0,0,0
1040,3,2013-02-13,8094,919,1,0,0,0
1041,3,2013-02-13,4953,563,1,0,0,1
1042,3,2013-02-13,3140,469,1,0,0,0
1043,3,2013-02-13,7266,1126,1,0,0,0
1044,3,2013-02-13,5355,833,1,0,0,0
1045,3,2013-02-13,6040,760,1,0,0,0
1046,3,2013-02-13,6731,597,1,0,0,0
1047,3,2013-02-13,4314,536,1,0,0,0
1048,3,2013-02-13,4903,428,1,0,0,0
1049,3,2013-02-13,2736,502,1,0,0,1
1050,3,2013-02-13,5288,420,1,0,0,0
1051,3,2013-02-13,5398,851,1,0,0,0
1052,3,2013-02-13,6240,748,1,0,0,0
1053,3,2013-02-13,7810,989,1,0,0,0
1054,3,2013-02-13,5209,626,1,0,0,0
1055,3,2013-02-13,7035,947,1,0,0,0
1056,3,2013-02-13,2003,223,1,0,0,1
1057,3,2013-02-13,5704,625,1,0,0,0
1058,3,2013-02-13,6259,684,1,0,0,0
1059,3,2013-02-13,6373,1032,1,0,0,0
1060,3,2013-02-13,6354,846,1,0,0,0
1061,3,2013-02-13,5101,399,1,0,0,0
1062,3,2013-02-13,5285,549,1,0,0,0
1063,3,2013-02-13,3334,467,1,0,0,0
1064,3,2013-02-13,7702,969,1,0,0,0
1065,3,2013-02-13,4024,504,1,0,0,1
1066,3,2013-02-13,10751,1101,1,0,0,0
1067,3,2013-02-13,4466,417,1,0,0,1
1068,3,2013-02-13,3454,262,1,0,0,0
1069,3,2013-02-13,6315,932,1,0,0,0
1070,3,2013-02-13,4797,706,1,0,0,0
1071,3,2013-02-13,5301,719,1,0,0,0
1072,3,2013-02-13,6114,643,1,0,0,0
1073,3,2013-02-13,5947,796,1,0,0,0
1074,3,2013-02-13,3691,453,1,0,0,1
1075,3,2013-02-13,10001,1026,1,0,0,0
1076,3,2013-02-13,2840,446,1,0,0,0
1077,3,2013-02-13,3832,482,1,0,0,0
1078,3,2013-02-13,4324,433,1,0,0,0
1079,3,2013-02-13,7356,655,1,0,0,0
1080,3,2013-02-13,7427,705,1,0,0,1
1081,3,2013-02-13,0,0,0,0,0,0
1082,3,2013-02-13,5833,980,1,0,0,1
1083,3,2013-02-13,3545,282,1,0,0,0
1084,3,2013-02-13,5343,768,1,0,0,0
1085,3,2013-02-13,6228,704,1,0,0,0
1086,3,2013-02-13,8174,928,1,0,0,0
1087,3,2013-02-13,4873,529,1,0,0,0
1088,3,2013-02-13,4358,517,1,0,0,0
1089,3,2013-02-13,8596,888,1,0,0,0
1090,3,2013-02-13,5388,770,1,0,0,1
1091,3,2013-02-13,6783,642,1,0,0,0
1092,3,2013-02-13,9472,1043,1,0,0,1
1093,3,2013-02-13,6116,705,1,0,0,1
1094,3,2013-02-13,3469,309,1,0,0,1
1095,3,2013-02-13,3863,576,1,0,0,0
1096,3,2013-02-13,4149,543,1,0,0,0
1097,3,2013-02-13,8300,2226,1,0,0,0
1098,3,2013-02-13,4657,682,1,0,0,1
1099,3,2013-02-13,8677,1032,1,0,0,0
1100,3,2013-02-13,4509,653,1,0,0,0
1101,3,2013-02-13,8240,882,1,0,0,0
1102,3,2013-02-13,5785,603,1,0,0,1
1103,3,2013-02-13,5227,432,1,0,0,0
1104,3,2013-02-13,3354,338,1,0,0,1
1105,3,2013-02-13,2934,367,1,0,0,0
1106,3,2013-02-13,4435,578,1,0,0,0
1107,3,2013-02-13,4643,555,1,0,0,1
1108,3,2013-02-13,4320,519,1,0,0,1
1109,3,2013-02-13,3875,402,1,0,0,1
1110,3,2013-02-13,3131,433,1,0,0,0
1111,3,2013-02-13,4702,458,1,0,0,0
1112,3,2013-02-13,10283,867,1,0,0,0
1113,3,2013-02-13,5308,686,1,0,0,0
1114,3,2013-02-13,16293,2688,1,0,0,0
1115,3,2013-02-13,3962,297,1,0,0,0
1004,2,2013-02-12,2996,310,1,0,0,1
1005,2,2013-02-12,5639,906,1,0,0,0
1006,2,2013-02-12,4237,682,1,0,0,0
1007,2,2013-02-12,3897,531,1,0,0,0
1008,2,2013-02-12,3681,592,1,0,0,0
1009,2,2013-02-12,2580,271,1,0,0,1
1010,2,2013-02-12,5163,526,1,0,0,0
1011,2,2013-02-12,6492,883,1,0,0,0
1012,2,2013-02-12,3749,344,1,0,0,1
1013,2,2013-02-12,3750,468,1,0,0,0
1014,2,2013-02-12,10946,1470,1,0,0,0
1015,2,2013-02-12,4651,428,1,0,0,0
1016,2,2013-02-12,4536,478,1,0,0,0
1017,2,2013-02-12,6048,971,1,0,0,1
1018,2,2013-02-12,10077,1296,1,0,0,0
1019,2,2013-02-12,5298,528,1,0,0,1
1020,2,2013-02-12,7054,984,1,0,0,0
1021,2,2013-02-12,6703,931,1,0,0,0
1022,2,2013-02-12,4840,684,1,0,0,0
1023,2,2013-02-12,4411,525,1,0,0,1
1024,2,2013-02-12,3595,588,1,0,0,0
1025,2,2013-02-12,7352,875,1,0,0,0
1026,2,2013-02-12,9179,1286,1,0,0,0
1027,2,2013-02-12,7980,1126,1,0,0,1
1028,2,2013-02-12,3103,457,1,0,0,0
1029,2,2013-02-12,5301,881,1,0,0,0
1030,2,2013-02-12,2895,327,1,0,0,0
1031,2,2013-02-12,4117,368,1,0,0,0
1032,2,2013-02-12,10555,1252,1,0,0,0
1033,2,2013-02-12,12481,1280,1,0,0,0
1034,2,2013-02-12,5722,750,1,0,0,1
1035,2,2013-02-12,3701,534,1,0,0,1
1036,2,2013-02-12,3141,343,1,0,0,0
1037,2,2013-02-12,6137,836,1,0,0,0
1038,2,2013-02-12,4143,351,1,0,0,1
1039,2,2013-02-12,6092,912,1,0,0,0
1040,2,2013-02-12,5993,652,1,0,0,0
1041,2,2013-02-12,3594,422,1,0,0,1
1042,2,2013-02-12,3232,557,1,0,0,0
1043,2,2013-02-12,6781,1072,1,0,0,0
1044,2,2013-02-12,5471,853,1,0,0,0
1045,2,2013-02-12,5814,759,1,0,0,0
1046,2,2013-02-12,5405,464,1,0,0,0
1047,2,2013-02-12,4021,504,1,0,0,0
1048,2,2013-02-12,4712,404,1,0,0,0
1049,2,2013-02-12,2147,354,1,0,0,1
1050,2,2013-02-12,4513,365,1,0,0,0
1051,2,2013-02-12,4673,750,1,0,0,0
1052,2,2013-02-12,6138,698,1,0,0,0
1053,2,2013-02-12,5839,796,1,0,0,0
1054,2,2013-02-12,5182,635,1,0,0,0
1055,2,2013-02-12,5837,858,1,0,0,0
1056,2,2013-02-12,1852,206,1,0,0,1
1057,2,2013-02-12,4264,469,1,0,0,0
1058,2,2013-02-12,6895,727,1,0,0,0
1059,2,2013-02-12,6365,976,1,0,0,0
1060,2,2013-02-12,5743,758,1,0,0,0
1061,2,2013-02-12,3046,271,1,0,0,0
1062,2,2013-02-12,4195,452,1,0,0,0
1063,2,2013-02-12,3011,425,1,0,0,0
1064,2,2013-02-12,8211,1054,1,0,0,0
1065,2,2013-02-12,1553,223,1,0,0,1
1066,2,2013-02-12,11649,1243,1,0,0,0
1067,2,2013-02-12,2523,246,1,0,0,1
1068,2,2013-02-12,2377,192,1,0,0,0
1069,2,2013-02-12,5180,737,1,0,0,0
1070,2,2013-02-12,4880,700,1,0,0,0
1071,2,2013-02-12,4861,691,1,0,0,0
1072,2,2013-02-12,5942,608,1,0,0,0
1073,2,2013-02-12,6139,860,1,0,0,0
1074,2,2013-02-12,2896,353,1,0,0,1
1075,2,2013-02-12,10714,1035,1,0,0,0
1076,2,2013-02-12,3497,534,1,0,0,0
1077,2,2013-02-12,3879,500,1,0,0,0
1078,2,2013-02-12,3978,376,1,0,0,0
1079,2,2013-02-12,6509,599,1,0,0,0
1080,2,2013-02-12,6051,539,1,0,0,1
1081,2,2013-02-12,0,0,0,0,0,0
1082,2,2013-02-12,5861,997,1,0,0,1
1083,2,2013-02-12,3112,250,1,0,0,0
1084,2,2013-02-12,5065,745,1,0,0,0
1085,2,2013-02-12,5992,736,1,0,0,0
1086,2,2013-02-12,7598,927,1,0,0,0
1087,2,2013-02-12,3951,470,1,0,0,0
1088,2,2013-02-12,4315,477,1,0,0,0
1089,2,2013-02-12,10474,1045,1,0,0,0
1090,2,2013-02-12,4929,673,1,0,0,1
1091,2,2013-02-12,5811,554,1,0,0,0
1092,2,2013-02-12,7636,855,1,0,0,1
1093,2,2013-02-12,5599,681,1,0,0,1
1094,2,2013-02-12,2274,196,1,0,0,1
1095,2,2013-02-12,3756,597,1,0,0,0
1096,2,2013-02-12,3514,511,1,0,0,0
1097,2,2013-02-12,7747,2098,1,0,0,0
1098,2,2013-02-12,4332,651,1,0,0,1
1099,2,2013-02-12,6073,703,1,0,0,0
1100,2,2013-02-12,5048,750,1,0,0,0
1101,2,2013-02-12,6407,710,1,0,0,0
1102,2,2013-02-12,4507,459,1,0,0,1
1103,2,2013-02-12,5074,415,1,0,0,0
1104,2,2013-02-12,2339,232,1,0,0,1
1105,2,2013-02-12,2549,331,1,0,0,0
1106,2,2013-02-12,4074,549,1,0,0,0
1107,2,2013-02-12,3854,505,1,0,0,1
1108,2,2013-02-12,4137,516,1,0,0,1
1109,2,2013-02-12,1773,185,1,0,0,1
1110,2,2013-02-12,3515,497,1,0,0,0
1111,2,2013-02-12,4891,497,1,0,0,0
1112,2,2013-02-12,8797,764,1,0,0,0
1113,2,2013-02-12,5013,676,1,0,0,0
1114,2,2013-02-12,15364,2483,1,0,0,0
1115,2,2013-02-12,3039,243,1,0,0,0
1004,1,2013-02-11,3230,345,1,0,0,1
1005,1,2013-02-11,6085,982,1,0,0,0
1006,1,2013-02-11,4374,741,1,0,0,0
1007,1,2013-02-11,4442,674,1,0,0,0
1008,1,2013-02-11,3976,646,1,0,0,0
1009,1,2013-02-11,3488,404,1,0,0,1
1010,1,2013-02-11,5841,628,1,0,0,0
1011,1,2013-02-11,2059,280,1,0,0,0
1012,1,2013-02-11,4420,446,1,0,0,1
1013,1,2013-02-11,1979,259,1,0,0,0
1014,1,2013-02-11,6291,795,1,0,0,0
1015,1,2013-02-11,4122,353,1,0,0,0
1016,1,2013-02-11,1672,186,1,0,0,0
1017,1,2013-02-11,6956,1055,1,0,0,1
1018,1,2013-02-11,9864,1338,1,0,0,0
1019,1,2013-02-11,7682,714,1,0,0,1
1020,1,2013-02-11,7484,1077,1,0,0,0
1021,1,2013-02-11,8221,1069,1,0,0,0
1022,1,2013-02-11,4766,651,1,0,0,0
1023,1,2013-02-11,5099,601,1,0,0,1
1024,1,2013-02-11,4653,700,1,0,0,0
1025,1,2013-02-11,0,0,0,0,0,0
1026,1,2013-02-11,5716,811,1,0,0,0
1027,1,2013-02-11,9394,1367,1,0,0,1
1028,1,2013-02-11,2895,361,1,0,0,0
1029,1,2013-02-11,5361,856,1,0,0,0
1030,1,2013-02-11,3044,339,1,0,0,0
1031,1,2013-02-11,2311,253,1,0,0,0
1032,1,2013-02-11,10071,1193,1,0,0,0
1033,1,2013-02-11,13114,1347,1,0,0,0
1034,1,2013-02-11,6066,746,1,0,0,1
1035,1,2013-02-11,3924,567,1,0,0,1
1036,1,2013-02-11,3423,383,1,0,0,0
1037,1,2013-02-11,3468,464,1,0,0,0
1038,1,2013-02-11,4599,437,1,0,0,1
1039,1,2013-02-11,1675,242,1,0,0,0
1040,1,2013-02-11,2752,314,1,0,0,0
1041,1,2013-02-11,4979,592,1,0,0,1
1042,1,2013-02-11,2771,413,1,0,0,0
1043,1,2013-02-11,6558,997,1,0,0,0
1044,1,2013-02-11,1783,279,1,0,0,0
1045,1,2013-02-11,6481,887,1,0,0,0
1046,1,2013-02-11,6361,592,1,0,0,0
1047,1,2013-02-11,0,0,0,0,0,0
1048,1,2013-02-11,4810,409,1,0,0,0
1049,1,2013-02-11,3222,538,1,0,0,1
1050,1,2013-02-11,5710,462,1,0,0,0
1051,1,2013-02-11,5154,877,1,0,0,0
1052,1,2013-02-11,3885,459,1,0,0,0
1053,1,2013-02-11,6791,907,1,0,0,0
1054,1,2013-02-11,5343,654,1,0,0,0
1055,1,2013-02-11,6369,960,1,0,0,0
1056,1,2013-02-11,2716,271,1,0,0,1
1057,1,2013-02-11,5116,593,1,0,0,0
1058,1,2013-02-11,3295,362,1,0,0,0
1059,1,2013-02-11,6884,1133,1,0,0,0
1060,1,2013-02-11,5555,684,1,0,0,0
1061,1,2013-02-11,4812,422,1,0,0,0
1062,1,2013-02-11,4382,504,1,0,0,0
1063,1,2013-02-11,3730,557,1,0,0,0
1064,1,2013-02-11,2996,421,1,0,0,0
1065,1,2013-02-11,3784,495,1,0,0,1
1066,1,2013-02-11,3710,359,1,0,0,0
1067,1,2013-02-11,4253,416,1,0,0,1
1068,1,2013-02-11,3021,233,1,0,0,0
1069,1,2013-02-11,4865,741,1,0,0,0
1070,1,2013-02-11,5211,721,1,0,0,0
1071,1,2013-02-11,5092,715,1,0,0,0
1072,1,2013-02-11,3011,314,1,0,0,0
1073,1,2013-02-11,6235,901,1,0,0,0
1074,1,2013-02-11,3759,457,1,0,0,1
1075,1,2013-02-11,11070,1092,1,0,0,0
1076,1,2013-02-11,1245,217,1,0,0,0
1077,1,2013-02-11,3571,447,1,0,0,0
1078,1,2013-02-11,4610,399,1,0,0,0
1079,1,2013-02-11,7232,606,1,0,0,0
1080,1,2013-02-11,9029,750,1,0,0,1
1081,1,2013-02-11,0,0,0,0,0,0
1082,1,2013-02-11,6555,1086,1,0,0,1
1083,1,2013-02-11,3348,283,1,0,0,0
1084,1,2013-02-11,5096,796,1,0,0,0
1085,1,2013-02-11,6341,729,1,0,0,0
1086,1,2013-02-11,8063,952,1,0,0,0
1087,1,2013-02-11,5348,566,1,0,0,0
1088,1,2013-02-11,1083,113,1,0,0,0
1089,1,2013-02-11,1407,156,1,0,0,0
1090,1,2013-02-11,5141,761,1,0,0,1
1091,1,2013-02-11,6551,646,1,0,0,0
1092,1,2013-02-11,11197,1113,1,0,0,1
1093,1,2013-02-11,6633,799,1,0,0,1
1094,1,2013-02-11,4051,340,1,0,0,1
1095,1,2013-02-11,3825,608,1,0,0,0
1096,1,2013-02-11,3492,459,1,0,0,0
1097,1,2013-02-11,13629,3258,1,0,0,0
1098,1,2013-02-11,4930,790,1,0,0,1
1099,1,2013-02-11,9285,1166,1,0,0,0
1100,1,2013-02-11,2196,325,1,0,0,0
1101,1,2013-02-11,7930,986,1,0,0,0
1102,1,2013-02-11,6766,722,1,0,0,1
1103,1,2013-02-11,1563,143,1,0,0,0
1104,1,2013-02-11,3965,374,1,0,0,1
1105,1,2013-02-11,2788,338,1,0,0,0
1106,1,2013-02-11,4706,651,1,0,0,0
1107,1,2013-02-11,4735,595,1,0,0,1
1108,1,2013-02-11,4700,560,1,0,0,1
1109,1,2013-02-11,4421,485,1,0,0,1
1110,1,2013-02-11,3713,499,1,0,0,0
1111,1,2013-02-11,2830,265,1,0,0,0
1112,1,2013-02-11,9343,850,1,0,0,0
1113,1,2013-02-11,5001,651,1,0,0,0
1114,1,2013-02-11,16978,2744,1,0,0,0
1115,1,2013-02-11,3485,286,1,0,0,0
1004,7,2013-02-10,0,0,0,0,0,0
1005,7,2013-02-10,0,0,0,0,0,0
1006,7,2013-02-10,0,0,0,0,0,0
1007,7,2013-02-10,0,0,0,0,0,0
1008,7,2013-02-10,0,0,0,0,0,0
1009,7,2013-02-10,0,0,0,0,0,0
1010,7,2013-02-10,0,0,0,0,0,0
1011,7,2013-02-10,0,0,0,0,0,0
1012,7,2013-02-10,0,0,0,0,0,0
1013,7,2013-02-10,0,0,0,0,0,0
1014,7,2013-02-10,0,0,0,0,0,0
1015,7,2013-02-10,0,0,0,0,0,0
1016,7,2013-02-10,0,0,0,0,0,0
1017,7,2013-02-10,0,0,0,0,0,0
1018,7,2013-02-10,0,0,0,0,0,0
1019,7,2013-02-10,0,0,0,0,0,0
1020,7,2013-02-10,0,0,0,0,0,0
1021,7,2013-02-10,0,0,0,0,0,0
1022,7,2013-02-10,0,0,0,0,0,0
1023,7,2013-02-10,0,0,0,0,0,0
1024,7,2013-02-10,0,0,0,0,0,0
1025,7,2013-02-10,0,0,0,0,0,0
1026,7,2013-02-10,0,0,0,0,0,0
1027,7,2013-02-10,0,0,0,0,0,0
1028,7,2013-02-10,0,0,0,0,0,0
1029,7,2013-02-10,0,0,0,0,0,0
1030,7,2013-02-10,0,0,0,0,0,0
1031,7,2013-02-10,0,0,0,0,0,0
1032,7,2013-02-10,0,0,0,0,0,0
1033,7,2013-02-10,0,0,0,0,0,0
1034,7,2013-02-10,0,0,0,0,0,0
1035,7,2013-02-10,0,0,0,0,0,0
1036,7,2013-02-10,0,0,0,0,0,0
1037,7,2013-02-10,0,0,0,0,0,0
1038,7,2013-02-10,0,0,0,0,0,0
1039,7,2013-02-10,0,0,0,0,0,0
1040,7,2013-02-10,0,0,0,0,0,0
1041,7,2013-02-10,0,0,0,0,0,0
1042,7,2013-02-10,0,0,0,0,0,0
1043,7,2013-02-10,0,0,0,0,0,0
1044,7,2013-02-10,0,0,0,0,0,0
1045,7,2013-02-10,0,0,0,0,0,0
1046,7,2013-02-10,0,0,0,0,0,0
1047,7,2013-02-10,0,0,0,0,0,0
1048,7,2013-02-10,0,0,0,0,0,0
1049,7,2013-02-10,0,0,0,0,0,0
1050,7,2013-02-10,0,0,0,0,0,0
1051,7,2013-02-10,0,0,0,0,0,0
1052,7,2013-02-10,0,0,0,0,0,0
1053,7,2013-02-10,0,0,0,0,0,0
1054,7,2013-02-10,0,0,0,0,0,0
1055,7,2013-02-10,0,0,0,0,0,0
1056,7,2013-02-10,0,0,0,0,0,0
1057,7,2013-02-10,0,0,0,0,0,0
1058,7,2013-02-10,0,0,0,0,0,0
1059,7,2013-02-10,0,0,0,0,0,0
1060,7,2013-02-10,0,0,0,0,0,0
1061,7,2013-02-10,0,0,0,0,0,0
1062,7,2013-02-10,0,0,0,0,0,0
1063,7,2013-02-10,0,0,0,0,0,0
1064,7,2013-02-10,0,0,0,0,0,0
1065,7,2013-02-10,0,0,0,0,0,0
1066,7,2013-02-10,0,0,0,0,0,0
1067,7,2013-02-10,0,0,0,0,0,0
1068,7,2013-02-10,0,0,0,0,0,0
1069,7,2013-02-10,0,0,0,0,0,0
1070,7,2013-02-10,0,0,0,0,0,0
1071,7,2013-02-10,0,0,0,0,0,0
1072,7,2013-02-10,0,0,0,0,0,0
1073,7,2013-02-10,0,0,0,0,0,0
1074,7,2013-02-10,0,0,0,0,0,0
1075,7,2013-02-10,0,0,0,0,0,0
1076,7,2013-02-10,0,0,0,0,0,0
1077,7,2013-02-10,0,0,0,0,0,0
1078,7,2013-02-10,0,0,0,0,0,0
1079,7,2013-02-10,0,0,0,0,0,0
1080,7,2013-02-10,0,0,0,0,0,0
1081,7,2013-02-10,0,0,0,0,0,0
1082,7,2013-02-10,0,0,0,0,0,0
1083,7,2013-02-10,0,0,0,0,0,0
1084,7,2013-02-10,0,0,0,0,0,0
1085,7,2013-02-10,0,0,0,0,0,0
1086,7,2013-02-10,0,0,0,0,0,0
1087,7,2013-02-10,0,0,0,0,0,0
1088,7,2013-02-10,0,0,0,0,0,0
1089,7,2013-02-10,0,0,0,0,0,0
1090,7,2013-02-10,0,0,0,0,0,0
1091,7,2013-02-10,0,0,0,0,0,0
1092,7,2013-02-10,0,0,0,0,0,0
1093,7,2013-02-10,0,0,0,0,0,0
1094,7,2013-02-10,0,0,0,0,0,0
1095,7,2013-02-10,0,0,0,0,0,0
1096,7,2013-02-10,0,0,0,0,0,0
1097,7,2013-02-10,12177,2738,1,0,0,0
1098,7,2013-02-10,0,0,0,0,0,0
1099,7,2013-02-10,0,0,0,0,0,0
1100,7,2013-02-10,0,0,0,0,0,0
1101,7,2013-02-10,0,0,0,0,0,0
1102,7,2013-02-10,0,0,0,0,0,0
1103,7,2013-02-10,0,0,0,0,0,0
1104,7,2013-02-10,0,0,0,0,0,0
1105,7,2013-02-10,0,0,0,0,0,0
1106,7,2013-02-10,0,0,0,0,0,0
1107,7,2013-02-10,0,0,0,0,0,0
1108,7,2013-02-10,0,0,0,0,0,0
1109,7,2013-02-10,0,0,0,0,0,0
1110,7,2013-02-10,0,0,0,0,0,0
1111,7,2013-02-10,0,0,0,0,0,0
1112,7,2013-02-10,0,0,0,0,0,0
1113,7,2013-02-10,0,0,0,0,0,0
1114,7,2013-02-10,0,0,0,0,0,0
1115,7,2013-02-10,0,0,0,0,0,0
1004,6,2013-02-09,5101,464,1,0,0,0
1005,6,2013-02-09,5651,873,1,0,0,0
1006,6,2013-02-09,5143,823,1,0,0,0
1007,6,2013-02-09,7268,1013,1,0,0,0
1008,6,2013-02-09,4126,680,1,0,0,0
